CMS_Certification_Number_|CCN|,Provider_Name,City,ZIP,Phone,Type_of_Ownership,Offers_Nursing_Care_Services,Offers_Physical_Therapy_Services,Offers_Occupational_Therapy_Services,Offers_Speech_Pathology_Services,Offers_Medical_Social_Services,Offers_Home_Health_Aide_Services,Date_Certified,Quality_of_patient_care_star_rating,How_often_the_home_health_team_began_their_patients'_care_in_a_timely_manner,How_often_the_home_health_team_taught_patients_|or_their_family_caregivers|_about_their_drugs,How_often_the_home_health_team_determined_whether_patients_received_a_flu_shot_for_the_current_flu_season,How_often_patients_got_better_at_walking_or_moving_around,How_often_patients_got_better_at_getting_in_and_out_of_bed,How_often_patients_got_better_at_bathing,How_often_patients'_breathing_improved,How_often_patients_got_better_at_taking_their_drugs_correctly_by_mouth,How_often_home_health_patients_had_to_be_admitted_to_the_hospital,Changes_in_skin_integrity_post-acute_care:_pressure_ulcer/injury,How_often_physician-recommended_actions_to_address_medication_issues_were_completely_timely,DTC_Numerator,DTC_Denominator,DTC_Observed_Rate,DTC_Risk-Standardized_Rate,DTC_Risk-Standardized_Rate_|Lower_Limit|,DTC_Risk-Standardized_Rate_|Upper_Limit|,DTC_Performance_Categorization,PPR_Numerator,PPR_Denominator,PPR_Observed_Rate,PPR_Risk-Standardized_Rate,PPR_Risk-Standardized_Rate_|Lower_Limit|,PPR_Risk-Standardized_Rate_|Upper_Limit|,PPR_Performance_Categorization
58233,COMPASSIONATE CARE HOME HEALTH AGENCY  LLC,FRESNO,93711,5594322003,PROPRIETARY,Yes,No,No,Yes,Yes,Yes,12/23/2003,2,79.8,95.6,78.7,72.2,77.3,82.3,72.8,67.3,15.4,0.8,99.2,2316,3048,75.98,83.9,82.41,85.87,Better Than National Rate,48,1414,3.39,3.35,2.64,4.15,Same As National Rate
58234,HORIZON HOME HEALTH CARE,ORINDA,94563,9252589101,PROPRIETARY,Yes,No,Yes,No,Yes,Yes,12/31/2003,,93.8,96.9,87,91.7,90.4,100,,,,8.3,93.9,,,,,,,,1,29,3.45,3.48,2.41,4.83,Same As National Rate
58236,XL CARE  INC,WOODLAND HILLS,91364,8187852944,PROPRIETARY,Yes,No,No,No,No,Yes,1/26/2004,3.5,99,100,49.4,83,84.3,79.7,79.5,92.9,14,1.7,99,136,215,63.26,71.94,64.24,78.5,Worse Than National Rate,1,57,1.75,3.36,2.35,4.8,Same As National Rate
58237,SALUS HOME HEALTH,IRVINE,92620,5628886363,PROPRIETARY,Yes,Yes,Yes,No,Yes,Yes,1/8/2004,4,99.3,99.7,84.3,81.8,80.8,87.8,90.7,80.3,13.2,0.5,98.8,1160,1345,86.25,95.06,93.06,97.13,Better Than National Rate,27,1009,2.68,3.05,2.32,3.89,Same As National Rate
58238,SEA CREST HOME HEALTH,COSTA MESA,92626,7149758011,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,No,No,No,No,No,No,3/10/2004,4.5,100,99.7,84.1,87.9,85.4,90.6,98.3,82.8,13.5,0.5,99.1,6058,6610,91.65,89.38,88.77,90.18,Better Than National Rate,65,5996,1.08,2.69,2.17,3.19,Better Than National Rate
58239,INLAND HOME HEALTH PROVIDERS INC,RANCHO CUCAMONGA,91730,9099488731,PROPRIETARY,Yes,No,No,No,No,Yes,1/30/2004,2.5,95.7,98.5,83.3,60.7,73.8,68.5,83,63.4,13.9,2.6,100,154,245,62.86,72.02,65.16,78.02,Worse Than National Rate,5,175,2.86,3.27,2.43,4.51,Same As National Rate
58242,SIERRA HOME HEALTHCARE SERVICES  INC,LOS ANGELES,90033,3232221235,PROPRIETARY,Yes,No,No,Yes,No,Yes,1/8/2004,2,87.5,97.2,70,65,72.8,63.5,63.8,61.1,13.9,0,88.9,638,780,81.79,86.61,83.66,89.35,Better Than National Rate,7,232,3.02,3.41,2.47,4.63,Same As National Rate
58243,HOME CARE EXCELLENCE HEALTH SERVICES  INC,CERRITOS,90703,5628603424,PROPRIETARY,Yes,No,No,No,No,Yes,12/12/2003,4.5,98.6,96.3,98.2,95.5,87.5,96.2,100,95.1,15.7,0,84.4,313,386,81.09,88.79,84.47,92.64,Better Than National Rate,15,175,8.57,4.02,2.99,5.2,Same As National Rate
58244,SUN-TRIUNE HEALTHCARE  INC,LOS ANGELES,90010,2136321445,PROPRIETARY,Yes,No,No,No,No,Yes,12/3/2003,3,91.5,93.6,27.6,79.7,99.6,80.7,79.1,76.5,16.2,0,95.8,316,376,84.04,88.36,84.48,92.09,Better Than National Rate,3,68,4.41,3.49,2.4,4.93,Same As National Rate
58245,PRIME CHOICE HOME HEALTH  INC,CERRITOS,90703,8182860060,GOVERNMENT - STATE/COUNTY,Yes,No,No,No,No,Yes,1/23/2004,,,,,,,,,,15.7,,,185,284,65.14,72.42,66.54,78.51,Worse Than National Rate,8,97,8.25,3.97,2.88,5.53,Same As National Rate
58246,INFINITY HOME CARE PROVIDERS  INC,EL MONTE,91731,6262270220,PROPRIETARY,Yes,No,No,No,No,Yes,2/27/2004,,,,,,,,,,18.5,,,98,141,69.5,77.26,69.1,84.91,Same As National Rate,3,74,4.05,3.5,2.48,4.87,Same As National Rate
58247,BLUE STAR HOME HEALTH INC,CHATSWORTH,91311,8187727600,PROPRIETARY,Yes,No,No,No,Yes,Yes,4/10/2004,4,95.2,100,89.4,91.7,90.5,90.1,100,74.3,13.1,0,95.2,293,332,88.25,82.15,78.92,84.76,Better Than National Rate,5,360,1.39,3.52,2.5,4.99,Same As National Rate
58248,HEALTHWISE HOME CARE SOLUTIONS INC,OXNARD,93030,8059830086,PROPRIETARY,Yes,No,No,No,Yes,Yes,4/7/2004,2.5,66.2,91.6,69.9,70.9,75.3,78.6,100,63.9,26.3,0,90.7,65,90,72.22,77.51,68.6,85.39,Same As National Rate,3,65,4.62,3.59,2.6,4.84,Same As National Rate
58250,INTERNATIONAL HOME HEALTH CARE  INC,LOS ANGELES,90010,2133846731,PROPRIETARY,Yes,No,No,No,No,Yes,4/1/2004,3.5,85.9,98.7,90.5,78.6,93.4,85.1,88.2,68.7,13.3,1.4,98.7,324,402,80.6,88.39,84.44,92.51,Better Than National Rate,8,115,6.96,3.67,2.7,5.03,Same As National Rate
58252,TEA HEALTHCARE SERVICES INC,COVINA,91722,6269627921,PROPRIETARY,Yes,No,No,No,No,Yes,4/28/2004,,88.5,100,91.3,,,,,,13.2,,96.2,83,146,56.85,63.22,54.56,70.95,Worse Than National Rate,1,21,4.76,3.48,2.57,4.93,Same As National Rate
58253,ALLEGIANCE HOME HEALTH  INC,ALHAMBRA,91801,6269615750,PROPRIETARY,Yes,No,No,No,No,Yes,12/13/2003,3.5,94.2,100,96.5,90.5,72.5,78.6,100,77.2,15.6,0,100,266,296,89.86,92.52,88.64,95.7,Better Than National Rate,4,81,4.94,3.58,2.57,4.95,Same As National Rate
58255,N & D HEALTHCARE SERVICES INC,PASADENA,91107,8665542447,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,No,4/30/2004,4.5,99.1,99.7,99.6,87,85.6,88,98.7,95.8,11.9,0,99.4,452,484,93.39,88.27,86.1,90.18,Better Than National Rate,3,364,0.82,3.23,2.31,4.62,Same As National Rate
58258,QUINCY HOME MEDICAL SERVICES,QUINCY,95971,5303947998,PROPRIETARY,Yes,No,No,No,No,Yes,6/2/2004,2.5,97.6,99.6,72.3,76.5,67,75.7,53.9,57.4,14.6,0,95.5,439,568,77.29,85.25,81.61,89.27,Better Than National Rate,19,485,3.92,3.59,2.73,4.75,Same As National Rate
58259,HOLY ANGEL HOME HEALTH CARE  INC,LOS ANGELES,90010,2133802280,PROPRIETARY,Yes,No,No,No,No,Yes,5/15/2004,1.5,79,99.2,63.8,51.3,49.3,36.9,51.6,39,11.9,0,97.5,267,326,81.9,88.3,84.04,92.94,Better Than National Rate,8,119,6.72,3.69,2.68,4.94,Same As National Rate
58261,HIGHMARK HOME HEALTH  INC,WEST COVINA,91792,6268101957,PROPRIETARY,Yes,No,No,No,No,Yes,6/9/2004,2.5,98.1,100,89.5,49.8,77.5,56.3,80.7,62.2,13.1,0,98.1,118,168,70.24,78.65,71.71,85.25,Same As National Rate,4,93,4.3,3.5,2.48,4.87,Same As National Rate
58262,GOLDEN AGE HOME HEALTHCARE  INC,NORTHRIDGE,91324,8187184680,PROPRIETARY,Yes,No,No,No,Yes,No,7/19/2004,,75.9,86.2,20.8,,,,,,18.9,,31,28,96,29.17,36.93,27.23,47.15,Worse Than National Rate,0,29,0,3.38,2.32,5.04,Same As National Rate
58263,DESTINY HOME HEALTH AGENCY  INC,MORENO VALLEY,92557,9512421365,PROPRIETARY,Yes,No,No,No,No,Yes,6/17/2004,4,99.9,97.4,65.3,80.3,89.9,87.2,90.6,71.3,17.3,0.2,96.6,244,325,75.08,81.83,76.62,86.31,Same As National Rate,4,117,3.42,3.33,2.4,4.48,Same As National Rate
58264,AMERICAN HEALTH ASSOCIATES  INC,BAKERSFIELD,93304,6618611478,PROPRIETARY,Yes,Yes,Yes,No,Yes,Yes,8/2/2004,2,83.8,100,44.1,48.9,75.2,68.4,72,64.6,17.6,1.1,96.5,405,530,76.42,85.96,82.09,89.94,Better Than National Rate,9,243,3.7,3.32,2.43,4.42,Same As National Rate
58265,HOME REHABILITATION HEALTH CARE AGENCY,INGLEWOOD,90301,3106774400,PROPRIETARY,Yes,No,No,No,No,Yes,5/6/2004,,100,100,,,,,,,10.7,,100,71,87,81.61,77.05,69.75,82.52,Same As National Rate,0,75,0,3.35,2.41,4.68,Same As National Rate
58266,CITYWIDE HOME CARE  INC,GLENDALE,91207,8185029151,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,Yes,5/21/2004,3,87.4,100,94.9,53.9,66.3,100,81.1,100,18.4,0,0,172,251,68.53,74.47,68.45,79.7,Same As National Rate,0,26,0,3.37,2.38,4.81,Same As National Rate
58267,FAMILY HOME HEALTH CARE  INC,LOS ANGELES,90010,3239355200,PROPRIETARY,Yes,No,No,No,No,Yes,7/16/2004,3,86,100,95.3,80.1,84.8,84.5,85.1,80.5,17,1,94.9,129,161,80.12,85.55,78.74,91.2,Better Than National Rate,4,83,4.82,3.53,2.53,4.85,Same As National Rate
58268,AMITY HOME HEALTH  INC,NORTHRIDGE,91325,8188318270,PROPRIETARY,Yes,No,No,No,No,Yes,6/30/2004,3.5,100,100,83,75,94.5,70.7,,86.3,19,0,100,152,227,66.96,77.16,71.11,83.69,Same As National Rate,10,129,7.75,3.9,2.83,5.2,Same As National Rate
58269,GREEN VALLEY HOME HEALTH SERVICES  INC,APPLE VALLEY,92308,7602427009,PROPRIETARY,Yes,No,No,No,No,Yes,8/3/2004,2,99.4,79.1,64,43.7,77.5,57.5,58.3,53.2,18,1.5,77.5,330,485,68.04,82.35,77.74,86.96,Same As National Rate,26,463,5.62,3.56,2.7,4.57,Same As National Rate
58270,TRUST HOME HEALTH CARE  INC,GLENDALE,91202,8189800505,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,8/9/2004,2.5,98.8,100,8.9,39.5,49,100,7.2,36.7,11.7,0,98.8,220,260,84.62,82.11,77.73,85.94,Same As National Rate,,12,,,,,Not Available
58273,CENTRAL HOME HEALTH CARE  INC,GLENDALE,91205,8185001254,PROPRIETARY,Yes,No,No,No,No,Yes,8/27/2004,,,,,,,,,,,,,,11,,,,,Not Available,,5,,,,,Not Available
58274,ROYALE HOME HEALTH CARE  INC,SAN DIMAS,91773,9093940331,VOLUNTARY NON-PROFIT - OTHER,Yes,Yes,No,No,Yes,Yes,10/7/2004,4.5,94.1,92.2,50,98.6,92.2,100,97.6,100,16.7,0,100,100,172,58.14,68.5,60.66,76.11,Worse Than National Rate,4,64,6.25,3.66,2.61,5.17,Same As National Rate
58277,GRANDCARE HOME HEALTH SERVICES,PASADENA,91107,8182448446,PROPRIETARY,Yes,No,No,Yes,No,Yes,7/17/2004,4.5,99,100,98.8,84.6,83.6,86.7,96.8,94.4,12.5,0,99.6,1711,1799,95.11,86.32,85.44,87.27,Better Than National Rate,11,1674,0.66,3.17,2.37,4.29,Same As National Rate
58278,VN HOME HEALTH CARE,SAN JOSE,95131,4089980550,PROPRIETARY,Yes,No,Yes,No,Yes,Yes,10/29/2004,3,98.2,97.2,87.7,75.2,78.9,80.7,79.9,70.3,16.3,0.5,95.1,1122,1268,88.49,92.94,91.07,94.84,Better Than National Rate,18,882,2.04,3.03,2.36,4.03,Same As National Rate
58279,ANGEL CARE HOME HEALTH  INC,LA CRESCENTA,91214,8182488811,PROPRIETARY,Yes,No,No,No,No,Yes,9/2/2004,2.5,95.7,97.9,94.7,43,69.9,66.6,50.2,68.5,10.3,0,97.9,465,523,88.91,90.55,87.72,93.12,Better Than National Rate,3,51,5.88,3.57,2.58,4.98,Same As National Rate
58281,RENAISSANCE HOME HEALTH,SAN DIEGO,92108,6192851505,PROPRIETARY,Yes,Yes,Yes,No,Yes,Yes,11/3/2004,,,,,,,,,,,,,9,21,42.86,52.82,35.05,71.58,Worse Than National Rate,,12,,,,,Not Available
58283,MAJESTY HOME HEALTH,NORTHRIDGE,91324,8187759447,PROPRIETARY,Yes,No,No,No,No,Yes,11/17/2004,1.5,98.6,100,61.5,46.6,43,35.3,34.5,29.7,16.1,0,97.2,184,210,87.62,89.84,84.77,94.01,Better Than National Rate,1,33,3.03,3.43,2.41,4.87,Same As National Rate
58284,MADISON HOME HEALTH CARE,EL MONTE,91731,8187462586,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,11/17/2004,,100,100,,,,,,,,,100,45,52,86.54,95.8,84.34,104.25,Better Than National Rate,2,35,5.71,3.55,2.53,4.95,Same As National Rate
58285,CARING LIKE FAMILY INC,MARINA DEL REY,90292,3103954788,PROPRIETARY,Yes,No,No,No,No,Yes,10/29/2004,5,99.4,100,83.5,92.8,89.6,97,94.9,93.8,13.6,0.6,100,656,782,83.89,90.25,87.38,93.11,Better Than National Rate,28,677,4.14,3.64,2.89,4.66,Same As National Rate
58286,PROVIDENT HOME HEALTH  INC,LOS ANGELES,90041,8182419500,PROPRIETARY,Yes,No,No,No,No,Yes,8/18/2004,,,,,,,,,,9.1,,,91,97,93.81,91.22,84.89,94.93,Better Than National Rate,,12,,,,,Not Available
58287,NIGHTINGALE HOME CARE INC,LA MESA,91941,6193371888,PROPRIETARY,Yes,No,No,No,No,Yes,2/28/2005,3,99.4,99.6,96.1,78.7,76.6,79.9,78.3,84.1,18,0.3,98.5,971,1125,86.31,97.36,95.03,99.63,Better Than National Rate,28,427,6.56,3.96,3,5.1,Same As National Rate
58288,ST MARTIN HOME HEALTHCARE,CHINO,91710,9096270408,PROPRIETARY,Yes,No,No,No,No,Yes,11/24/2004,2,98.2,100,95,55.1,71.6,51,55.6,62,11.6,0,98.2,151,197,76.65,78.3,72.81,83.98,Same As National Rate,1,42,2.38,3.39,2.45,4.77,Same As National Rate
58289,ASAP HOME HEALTH SERVICE,PALMDALE,93551,6612740800,PROPRIETARY,Yes,No,No,No,No,Yes,6/30/2004,,,,,,,,,,,,,,,,,,,,,,,,,,
58290,EXCELLENCE HOME HEALTH CARE AGENCY INC,CHINO,91710,9095911731,PROPRIETARY,Yes,No,No,No,No,Yes,11/29/2004,3.5,99,95.3,32.7,88,81,82.3,74,90.3,13.8,0,79.7,455,547,83.18,94.08,90.83,97.41,Better Than National Rate,27,426,6.34,4.24,3.23,5.53,Same As National Rate
58292,HEALTHCARE CALIFORNIA,FRESNO,93710,5592439990,PROPRIETARY,Yes,No,No,No,Yes,Yes,3/30/2005,3.5,99.5,99.2,82.5,80.2,83.2,83.9,85.9,72.5,13.8,0.7,99.5,614,837,73.36,82.03,79,85.28,Better Than National Rate,29,656,4.42,3.67,2.87,4.61,Same As National Rate
58293,PEOPLE'S CARE HOME HEALTH  INC,CERRITOS,90703,9092956400,PROPRIETARY,Yes,No,No,No,No,Yes,3/23/2005,3.5,100,100,87,65.2,58,93,89.8,95,15.6,0,53.6,128,172,74.42,82.25,75.51,88.39,Same As National Rate,8,159,5.03,3.59,2.62,4.82,Same As National Rate
58294,OUTREACH HOME HEALTH SERVICES  INC,SOUTH EL MONTE,91733,6266180448,PROPRIETARY,Yes,No,No,No,No,Yes,2/23/2005,4,94.1,100,93.8,89.3,82.8,93.4,94.1,86.8,14.8,0,96.6,215,244,88.11,94.22,89.66,98.1,Better Than National Rate,4,89,4.49,3.47,2.49,4.81,Same As National Rate
58296,EXCEL CARE HOME HEALTH SERVICES  INC,UPLAND,91786,9095796688,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,11/28/2004,1.5,93.6,99.3,69,51.2,52.8,57.7,43.1,53.5,15.7,0,89.7,272,422,64.45,73.12,68.39,78.11,Worse Than National Rate,6,260,2.31,3.13,2.2,4.23,Same As National Rate
58297,CNE HOME HEALTH SERVICES  INC,RIVERSIDE,92503,9513514263,PROPRIETARY,Yes,No,No,No,No,Yes,11/23/2004,3.5,98,92,73.5,80.5,98.8,82.9,82.9,85.6,,0,76,35,68,51.47,60.75,49.26,73.36,Worse Than National Rate,2,26,7.69,3.58,2.51,5.11,Same As National Rate
58298,TRUE CARE HOME HEALTH AGENCY  INC,DUARTE,91010,6263010710,PROPRIETARY,Yes,No,No,No,Yes,Yes,2/15/2005,2,98.7,98.6,96.4,73.4,67.1,57.9,60.1,33.1,16.8,3.2,93.6,245,301,81.4,85.45,80.62,89.91,Better Than National Rate,3,95,3.16,3.52,2.43,4.92,Same As National Rate
58299,GUARDIAN ANGEL HOME HEALTH AGENCY INC,SIMI VALLEY,93063,8055810244,PROPRIETARY,Yes,No,No,No,No,Yes,4/28/2005,3,98.3,100,19.6,80.2,76.9,67.5,88.1,93,20.1,0,99.2,302,413,73.12,77.1,72.75,81.08,Same As National Rate,5,200,2.5,3.47,2.46,4.74,Same As National Rate
58300,INFINITE HOME HEALTH INC,WESTLAKE VILLAGE,91361,8054971777,PROPRIETARY,Yes,No,No,No,No,Yes,5/26/2005,,91.9,97.3,75,,,,,,13.8,,91.9,52,89,58.43,64.69,54.74,74.36,Worse Than National Rate,3,35,8.57,3.66,2.55,5.19,Same As National Rate
58301,ENHANCEDCARE HOME HEALTH,ALHAMBRA,91801,6265706760,PROPRIETARY,Yes,No,No,No,No,Yes,5/11/2005,,65.2,100,59.1,,,,,,20.5,,95.7,138,169,81.66,83.42,78.05,88.55,Same As National Rate,2,24,8.33,3.64,2.57,5.1,Same As National Rate
58303,MONTROSE HOME HEALTHCARE  INC,GLENDALE,91206,8185450211,PROPRIETARY,Yes,Yes,No,Yes,Yes,Yes,5/9/2005,2.5,100,100,93.8,55.5,61.2,68.5,70.1,60.3,12.6,0,100,339,380,89.21,91.28,87.92,94.21,Better Than National Rate,10,159,6.29,4.13,2.93,5.65,Same As National Rate
58304,OSO HOME CARE  INC,IRVINE,92614,9496607126,PROPRIETARY,Yes,No,No,No,No,No,2/22/2005,2.5,98.8,95.8,56.5,72.7,60.2,78.9,80.4,68.3,,0,88.3,65,95,68.42,72.91,63.38,81.57,Same As National Rate,6,35,17.14,3.99,2.83,5.67,Same As National Rate
58307,ALLIANCE HOME HEALTH  A SUTTER CARE AT HOME AFFILI,SALINAS,93908,8314558901,VOLUNTARY NON-PROFIT - OTHER,Yes,Yes,Yes,Yes,Yes,Yes,8/19/2005,4.5,96.1,97.7,85.5,90.5,90.2,94,96.6,90.2,17,0.5,96.1,515,600,85.83,89.69,86.75,92.39,Better Than National Rate,10,593,1.69,2.97,2.19,4.03,Same As National Rate
58309,NOVA SKILLED HOME HEALTH  INC,BURBANK,91504,3236586232,PROPRIETARY,Yes,No,No,No,No,Yes,8/4/2005,2,87.3,98.1,86.7,45.2,74.1,59,36.4,70.9,13.8,0,63.6,218,267,81.65,85,80.37,90.01,Better Than National Rate,2,45,4.44,3.55,2.43,4.93,Same As National Rate
58310,HOLLYWOOD HOME HEALTH SERVICES,N HOLLYWOOD,91602,3236623731,PROPRIETARY,Yes,No,No,No,No,Yes,9/17/2005,4.5,99.8,98.9,98.4,86.6,94,91.1,78.6,88.7,15.9,0,96,828,1052,78.71,81.41,79.13,84.06,Better Than National Rate,17,864,1.97,3.16,2.42,4.2,Same As National Rate
58313,A'S HOME HEALTH CARE  INC,RANCHO CUCAMONGA,91730,9094659023,PROPRIETARY,Yes,No,No,No,No,Yes,10/25/2005,1.5,89.1,93.8,3.9,34,44.4,54.9,48.8,55.7,17.4,0,93,95,169,56.21,67.07,58.41,74.83,Worse Than National Rate,3,68,4.41,3.51,2.46,4.89,Same As National Rate
58314,EDEN HOME HEALTH,ELK GROVE,95624,9166814949,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,11/21/2005,3,100,99.8,60.8,78.7,72.5,75.9,80.4,70.4,18.1,0,99.6,110,149,73.83,82.31,74.24,89.56,Same As National Rate,2,80,2.5,3.4,2.33,4.66,Same As National Rate
58315,AMERICAN CAREQUEST,BURLINGAME,94010,4158859100,PROPRIETARY,Yes,No,No,Yes,Yes,Yes,2/17/2006,5,100,100,99.4,90.4,90.2,93.8,100,91.8,12.5,0,100,158,194,81.44,86.53,80.82,92.26,Better Than National Rate,14,111,12.61,4.81,3.48,6.53,Same As National Rate
58318,MAXIM HEALTHCARE SERVICES  INC,SACRAMENTO,95825,9169742599,PROPRIETARY,Yes,No,No,No,No,Yes,1/20/2006,,,,,,,,,,,,,,,,,,,,,,,,,,
58319,TWINS QUALITY HOME HEALTH CARE  INC,GLENDALE,91204,8182655088,PROPRIETARY,Yes,No,No,No,No,Yes,12/22/2005,1.5,95.5,97.6,99.2,59.7,58.1,54.6,29.6,66.3,18.4,0,96.2,419,479,87.47,91.56,88.58,94.49,Better Than National Rate,3,76,3.95,3.53,2.48,4.83,Same As National Rate
58321,COMPREHENSIVE HEALTH CARE  INC,LOS ANGELES,90010,2133894876,PROPRIETARY,Yes,No,No,No,No,Yes,10/12/2004,2,98.8,94.1,24.2,50.3,45.1,54.7,61.7,55.4,13.4,0,38.4,189,253,74.7,79.39,73.89,84.7,Same As National Rate,1,49,2.04,3.39,2.46,4.66,Same As National Rate
58322,STAR CARE HOME HEALTH  INC,GRANADA HILLS,91344,8188945201,VOLUNTARY NON-PROFIT - PRIVATE,Yes,No,No,No,Yes,Yes,1/18/2006,,97.1,100,25.8,,,,,,26,,97.1,41,71,57.75,66.83,53.85,78.05,Worse Than National Rate,1,26,3.85,3.44,2.4,4.99,Same As National Rate
58323,MAXIM HEALTHCARE SERVICES  INC,FRESNO,93710,5592249078,PROPRIETARY,Yes,No,No,No,No,Yes,4/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,
58324,ASSISTED HOME HEALTH,SANTA BARBARA,93101,8055692000,PROPRIETARY,Yes,No,No,No,No,Yes,4/20/2006,4.5,99.3,99.2,93.1,90.8,87.4,88.1,92.8,84.2,13.3,0.5,98.8,1358,1516,89.58,88.1,86.51,89.64,Better Than National Rate,46,1307,3.52,4.59,3.6,5.69,Worse Than National Rate
58325,TOTAL CARE HOME HEALTH AGENCY,RIVERSIDE,92504,9517880202,PROPRIETARY,Yes,No,No,No,No,Yes,3/15/2006,,,,,,,,,,,,,22,42,52.38,68.38,51.21,85.51,Same As National Rate,,15,,,,,Not Available
58326,ASPIRE HOME HEALTHCARE,SAN DIEGO,92121,8587559600,PROPRIETARY,Yes,No,No,No,Yes,Yes,4/27/2006,2.5,66.8,98.4,66.6,75.4,79.2,80,75.2,75.7,15.4,0.2,94.3,531,812,65.39,70.02,66.33,73.39,Worse Than National Rate,23,566,4.06,3.71,2.85,4.87,Same As National Rate
58327,BARLOW AT HOME,ARCADIA,91006,6268210822,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,Yes,4/11/2006,4,100,100,97.1,81.5,81.6,89.6,96.4,82.8,15.9,0,100,251,270,92.96,91.81,88.72,94.62,Better Than National Rate,3,196,1.53,3.38,2.36,4.73,Same As National Rate
58330,DIVINE HOME HEALTH  INC,NORWALK,90650,5624070288,PROPRIETARY,Yes,No,No,No,No,Yes,2/1/2006,4,100,100,99.4,82.8,69.2,91.7,77.8,93.2,14,0.4,100,928,1037,89.49,92,89.92,94.01,Better Than National Rate,11,279,3.94,3.66,2.74,5.02,Same As National Rate
58332,PROFESSIONAL CARE HOME HEALTH SERVICES INC,SIMI VALLEY,93065,8055770189,PROPRIETARY,Yes,No,No,No,No,Yes,3/29/2006,2,90.6,98.1,66.7,39.7,38.5,39.9,18.4,42.5,8.3,2.5,17,197,292,67.47,70.09,63.85,75.02,Worse Than National Rate,6,98,6.12,3.82,2.73,5.35,Same As National Rate
58334,LAVANDA HOME HEALTH CARE AGENCY  INC,BURBANK,91504,8188400003,PROPRIETARY,Yes,Yes,No,No,No,Yes,6/16/2006,2,99.2,99.1,69.9,60.2,68.2,76.3,83.1,40.6,20.2,0,100,342,438,78.08,87.92,83.43,92.14,Better Than National Rate,16,396,4.04,3.38,2.51,4.48,Same As National Rate
58335,HOLLYWOOD HOME HEALTH SERVICES  INC,LOS ANGELES,90038,3234666900,PROPRIETARY,Yes,No,No,No,Yes,No,3/30/2006,,,,,,,,,,14.6,,,426,484,88.02,87.78,84.71,90.55,Better Than National Rate,4,85,4.71,3.54,2.47,4.97,Same As National Rate
58336,MAXIM HEALTHCARE SERVICES INC,LAGUNA HILLS,92653,9497704994,PROPRIETARY,Yes,No,No,No,No,No,8/18/2006,,,,,,,,,,,,,,,,,,,,,,,,,,
58341,APEX HOME HEALTH CARE SERVICES,SANTA ANA,92701,7145270887,PROPRIETARY,Yes,No,Yes,No,Yes,Yes,8/10/2006,3.5,98.3,99.3,93,79.3,93.9,79,85.2,70.6,14,0.6,98.3,679,817,83.11,89.73,86.7,92.49,Better Than National Rate,10,286,3.5,3.51,2.54,4.83,Same As National Rate
58342,RC HOME HEALTHCARE INC,UPLAND,91786,9093731626,PROPRIETARY,Yes,No,No,No,No,Yes,11/1/2006,,87,100,,,,,,,4.1,,100,33,90,36.67,42.78,33.03,53.06,Worse Than National Rate,,16,,,,,Not Available
58345,GRANDCARE SAN DIEGO LLC,SAN DIEGO,92108,6192206980,PROPRIETARY,Yes,No,Yes,Yes,Yes,Yes,12/20/2006,3,100,100,88.3,76.5,74.6,83.4,72.5,71.6,17.8,0.8,99.6,715,853,83.82,88.36,85.68,90.8,Better Than National Rate,14,481,2.91,3.42,2.53,4.47,Same As National Rate
58346,HIGH QUALITY HOME HEALTH AGENCY  INC,TORRANCE,90503,3239548102,PROPRIETARY,Yes,Yes,No,No,No,Yes,12/5/2006,3,93.2,100,87.7,77.6,78.4,90.6,87.6,70.6,15.2,0,68.2,319,420,75.95,85.32,80.69,89.95,Better Than National Rate,10,225,4.44,3.45,2.48,4.6,Same As National Rate
58347,METRO CARE HOME HEALTH SERVICES INC,MONTCLAIR,91763,9099875777,PROPRIETARY,Yes,No,Yes,No,Yes,Yes,11/9/2006,,,,,,,,,,,,,,8,,,,,Not Available,,1,,,,,Not Available
58351,CALCARE HOME HEALTH INC,POMONA,91767,5628658600,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,Yes,Yes,11/11/2006,3.5,95.7,90.2,73.9,83.7,81.3,83.8,94.2,66.8,14.1,2.3,86.1,236,311,75.88,83.36,78.77,88.17,Better Than National Rate,6,186,3.23,3.38,2.42,4.75,Same As National Rate
58352,MAXIM HEALTHCARE SERVICES INC,OXNARD,93036,8059812883,PROPRIETARY,Yes,No,No,No,No,No,2/9/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
58353,OUR LADY OF REFUGE HOME CARE  INC,BURBANK,91505,8185587400,PROPRIETARY,Yes,No,No,No,Yes,Yes,9/9/2006,3.5,98,100,70.7,82.9,74,90.8,71,94.9,12.7,0,100,256,311,82.32,82.64,78.37,86.93,Same As National Rate,,18,,,,,Not Available
